"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7750","should display product on the catalog screen","Test login in and verify products","Mon Oct 06 05:40:35 BRT 2025","passed","Mon Oct 06 05:40:43 BRT 2025","","","",""
"","8408","should not login with invalid credentials","Test login in and verify products","Mon Oct 06 05:40:27 BRT 2025","passed","Mon Oct 06 05:40:35 BRT 2025","","","",""
